title,character,character_alias,actor
Jessica Jones,Peter Lyonne,,John Benjamin Hickey
Jessica Jones,Linda Chao,,Angel Desai
Jessica Jones,Roy Healy,,Joseph Ragno
Jessica Jones,Andrew Brandt,,Matt Weiss
Jessica Jones,Reva Connors,,Parisa Fitz-Henley
Jessica Jones,Thembi Wallace,,Tijuana Ricks
Jessica Jones,Detective Defford,,Anthoula Katsimatides
Jessica Jones,Maury Tuttlebaum,,Daniel Marcus
Jessica Jones,Robert 'Whizzer' Coleman,,Jay Klaitz
Jessica Jones,Pedestrian,,Ashley North
Jessica Jones,Sissy Garcia,,Charleigh E. Parker
Jessica Jones,Jace Montero,,Chaske Spencer
Jessica Jones,Young Kilgrave,,James Freedson-Jackson
Jessica Jones,Sonia,,Victoria Cartagena
Jessica Jones,Laurent Lyonne,,Michael Hsu Rosen
Jessica Jones,Officer Carl Nussbaumer,,Larry Mitchell
Jessica Jones,Gor,,Ivica Marc
Jessica Jones,Ronald Garcia,,Alfredo Narciso
Jessica Jones,Doctor Zakarian,,Jacqueline Antaramian
Jessica Jones,Ian,,Anthony Robert Grasso
Jessica Jones,Dr. Torres,,Myrna Cabello
Jessica Jones,Dr. Kozlov,,Thomas Kopache
Jessica Jones,Justin Boden,,Colin Moss
Jessica Jones,Frank Levin,,Edward Astor Chin
Jessica Jones,Maximillian 'Max' Tatum,,James McCaffrey
Jessica Jones,Gene Burchell,,Mark Kenneth Smaltz
Jessica Jones,Gina,,Nedra Marie Taylor
Jessica Jones,Officer Pickett,,Bowman Wright
Jessica Jones,Claire Temple,,Rosario Dawson
Jessica Jones,Foggy Nelson,,Elden Henson
Jessica Jones,Luanne,,LeeAnne Hutchison
Jessica Jones,Audrey Eastman,,Jessica Hecht
Jessica Jones,D.A. Samantha Reyes,,Michelle Hurd
Jessica Jones,Mrs. Elizabeth De Luca,,Kathleen Doyle
Jessica Jones,Stirling,,Mat Vairo
Jessica Jones,Marilyn,,Jennifer Fouche
Jessica Jones,Young Trish,,Audrey Grace Marshall
Jessica Jones,Carlo Eastman,,Ricky Paull Goldin
Jessica Jones,Bobby,,Aaron Costa Ganis
Jessica Jones,Justis Ambrose,,Mel Johnson Jr.
Jessica Jones,Tina,,Manni L. Perez
Jessica Jones,Dr. Leslie Hansen,,Renata Hinrichs
Jessica Jones,Adrian,,Blake Morris
Jessica Jones,Len Sirkes,,Brett Azar
Jessica Jones,Officer Cooper,,Brian Edwards
Jessica Jones,Kourtney,,Sasha Hutchings
Jessica Jones,Francine,,Kate Greer
Jessica Jones,Reid Pearson,,Spencer House
Jessica Jones,Chief Ronnie Velasco,,Mary B. McCann
Jessica Jones,Sal Blaskowski,,Barbara Tirrell
Jessica Jones,Antoine,,Dante E. Clark
Jessica Jones,Tweaky,,Jazmin Luperena
Jessica Jones,Wyatt,,Evan Hall
Jessica Jones,Nichelle,,Ayana Workman
Jessica Jones,Birdie,,Gus Birney
Jessica Jones,Dwayne Blaskowski,,Airon Armstrong
Jessica Jones,Manuel Silva,,Mateo Gómez
Jessica Jones,Dr. Gallo,,Amanda Warren
Jessica Jones,Alisa Jones,,Miriam Shor
Jessica Jones,Maureen Denton,,Leslie Lyles
Jessica Jones,Bob Shlottman,,Ian Blackman
Jessica Jones,Charles Wallace,,Sean Weil
Jessica Jones,Keith,,Kevin Csolak
Jessica Jones,Dr. Tiboldt,,Ben Van Bergen
Jessica Jones,Ana Silva,,Leticia Castillo
Jessica Jones,Thomas Blaskowski,,Thomas Pojanowski
Jessica Jones,Victor,,Ari'el Stachel
Jessica Jones,Holden,,Birkett Turton
Jessica Jones,Nurse Brad,,Frank De Julio
Jessica Jones,Brian Jones,,James Colby
Jessica Jones,Barbara Shlottman,,Deborah Hedwall
Jessica Jones,Doctor David Kurata,,Thom Sesma
Jessica Jones,Eric Ambrose,,Da'Vinchi
Jessica Jones,Lila,,Emmy Harrington
Jessica Jones,Eugene,,Arnie Burton
Jessica Jones,Richie,,Jonathan Gregg
Jessica Jones,Russell,,Paco Lozano
Jessica Jones,Dr. Irene Bickell,,Rosalyn Coleman
Avengers: Age of Ultron,Tony Stark,Iron Man,Robert Downey Jr.
Avengers: Age of Ultron,Thor,God of Thunder,Chris Hemsworth
Avengers: Age of Ultron,Bruce Banner,Hulk,Mark Ruffalo
Avengers: Age of Ultron,Steve Rogers,Captain America,Chris Evans
Avengers: Age of Ultron,Natasha Romanoff,Black Widow,Scarlett Johansson
Avengers: Age of Ultron,Clint Barton,Hawkeye,Jeremy Renner
Avengers: Age of Ultron,Ultron,,James Spader
Avengers: Age of Ultron,Nick Fury,Director Fury,Samuel L. Jackson
Avengers: Age of Ultron,James Rhodes,War Machine,Don Cheadle
Avengers: Age of Ultron,Pietro Maximoff,Quicksilver,Aaron Taylor-Johnson
Avengers: Age of Ultron,Wanda Maximoff,Scarlet Witch,Elizabeth Olsen
Avengers: Age of Ultron,Vision,JARVIS,Paul Bettany
Avengers: Age of Ultron,Maria Hill,,Cobie Smulders
Avengers: Age of Ultron,Sam Wilson,The Falcon,Anthony Mackie
Avengers: Age of Ultron,Peggy Carter,,Hayley Atwell
Avengers: Age of Ultron,Heimdall,,Idris Elba
Avengers: Age of Ultron,Laura Barton,,Linda Cardellini
Avengers: Age of Ultron,Erik Selvig,,Stellan Skarsgård
Avengers: Age of Ultron,Dr. Helen Cho,,Claudia Kim
Avengers: Age of Ultron,Baron von Strucker,,Thomas Kretschmann
Avengers: Age of Ultron,Ulysses Klaue,,Andy Serkis
Avengers: Age of Ultron,Madame B,,Julie Delpy
Avengers: Age of Ultron,Stan Lee,,Stan Lee
Avengers: Age of Ultron,Dr. List,,Henry Goodman
Avengers: Age of Ultron,Cooper Barton,,Ben Sakamoto
Avengers: Age of Ultron,Lila Barton,,Imogen Poynton
Avengers: Age of Ultron,Lila Barton,,Isabella Poynton
Avengers: Age of Ultron,Friday,,Kerry Condon
Avengers: Age of Ultron,Nathaniel Pietro Barton,,Jaiden Stafford
WHIH News Front,Christine Everhart,,Leslie Bibb
WHIH News Front,Will Adams,,Al Madrigal
WHIH News Front,Scott Lang,,Paul Rudd
WHIH News Front,President Ellis,,William Sadler
WHIH News Front,Darren Cross,,Corey Stoll
WHIH News Front,Dove,,Kris McKee
Ant-Man,Scott Lang,Ant-Man,Paul Rudd
Ant-Man,Dr. Hank Pym,,Michael Douglas
Ant-Man,Hope Van Dyne,Wasp,Evangeline Lilly
Ant-Man,Darren Cross,Yellowjacket,Corey Stoll
Ant-Man,Paxton,,Bobby Cannavale
Ant-Man,Sam Wilson,Falcon,Anthony Mackie
Ant-Man,Maggie Lang,,Judy Greer
Ant-Man,Cassie Lang,,Abby Ryder Fortson
Ant-Man,Luis,,Michael Peña
Ant-Man,Kurt,,David Dastmalchian
Ant-Man,Dave,,T.I.
Ant-Man,Gale,,Wood Harris
Ant-Man,Peggy Carter,,Hayley Atwell
Ant-Man,Howard Stark,,John Slattery
Ant-Man,Mitchell Carson,,Martin Donovan
Ant-Man,Janet Van Dyne,The Wasp,Hayley Lovitt
Luke Cage,Carl Lucas,Luke Cage,Mike Colter
Luke Cage,Misty Knight,,Simone Missick
Luke Cage,Hernan Alvarez,Shades,Theo Rossi
Luke Cage,Mariah Dillard,,Alfre Woodard
Luke Cage,Detective Mark Bailey,,Justin Swain
Luke Cage,Sugar,,Sean Ringgold
Luke Cage,Alex Wesley,,John Clarence Stewart
Luke Cage,Inspector Priscilla Ridley,,Karen Pittman
Luke Cage,Bobby Fish,,Ron Cephas Jones
Luke Cage,D.W. Griffith,,Jeremiah Craft
Luke Cage,John McIver,Bushmaster,Mustafa Shakir
Luke Cage,Claire Temple,,Rosario Dawson
Luke Cage,Tilda Johnson,,Gabrielle Dennis
Luke Cage,Sheldon,,Kevin Mambo
Luke Cage,Zip,,Jaiden Kaine
Luke Cage,Captain Tom Ridenhour,,Peter Jay Fernandez
Luke Cage,Comanche,,Thomas Q. Jones
Luke Cage,Anansi,,Sahr Ngaujah
Luke Cage,Detective Nandi Tyler,,Antonique Smith
Luke Cage,James Lucas,,Reg E. Cathey
Luke Cage,Willis Stryker,Diamondback,Erik LaRay Harvey
Luke Cage,Detective Rafael Scarfe,,Frank Whaley
Luke Cage,Benjamin Donovan,,Danny Johnson
Luke Cage,Thembi Wallace,,Tijuana Ricks
Luke Cage,Auntie Ingrid,,Heather Simms
Luke Cage,Cornell Stokes,Cottonmouth,Mahershala Ali
Luke Cage,Domingo Colon,,Jacob Vargas
Luke Cage,Raymond 'Piranha' Jones,,Chaz Lamar Shepherd
Luke Cage,Candace,,Deborah Ayorinde
Luke Cage,Connie Lin,,Jade Wu
Luke Cage,Lonnie Wilson,,Darius Kaleb
Luke Cage,Stephanie aka Billie,,Tarah Rodgers
Luke Cage,Dr. Noah Burstein,,Michael Kostroff
Luke Cage,Patricia Wilson,,Cassandra Freeman
Luke Cage,Megan McClaren,,Dawn-Lyen Gardner
Luke Cage,Goon One,,Jamar Greene
Luke Cage,Dontrell 'Cockroach' Hamilton,,Dorian Missick
Luke Cage,Reva Connors,,Parisa Fitz-Henley
Luke Cage,Soledad,,Sonia Braga
Luke Cage,Wilfredo 'Chico' Diaz,,Brian Marc
Luke Cage,Captain Betty Audrey,,Sonja Sohn
Luke Cage,Lieutenant Perez,,Manny Perez
Luke Cage,Turk Barrett,,Rob Morgan
Luke Cage,Damon Boone,,Clark Jackson
Luke Cage,Aisha Axton,,Ninja N. Devoe
Luke Cage,ESU Lieutenant Mario Green,,P.J. Marshall
Luke Cage,Sergeant Jacob 'Jake' Smith,,Lee R. Sellars
Luke Cage,Detective Donnie Chang,,Andrew Pang
Luke Cage,Jin Lin,,Clem Cheung
Luke Cage,Drea Powell,,Michelle Beck
Luke Cage,Amos,,R. Marcus Taylor
Luke Cage,D-Nice,,D-Nice
Luke Cage,Goon Three,,Truck Hudson
Luke Cage,Young Adult Cottonmouth,,Elijah Boothe
Luke Cage,Blake Tower,,Stephen Rider
Luke Cage,Henry 'Pop' Hunter,,Frankie Faison
Luke Cage,Mama Mabel,,LaTanya Richardson Jackson
Luke Cage,'Pistol Pete' Stokes,,Curtiss Cook
Luke Cage,Dr. Gabe Krasner,,John Scurti
Luke Cage,Shameek Smith,,Jermel Howard
Luke Cage,Rosalie Carbone,,Annabella Sciorra
Luke Cage,Etta Lucas,,Joniece Abbott-Pratt
Luke Cage,Tone,,Warner Miller
Luke Cage,Detective Tomas Ciancio,,Rey Lucas
Luke Cage,Hai-Qing Yang,,Henry Yuk
Luke Cage,Janis,,LaTonya Borsay
Luke Cage,Joel Spurlock,,Sedly Bloomfield
Luke Cage,Dante Chapman,,Hugues Faustin
Luke Cage,Nate,,Steven Ted Beckler
Luke Cage,Eric Hong,,Marcus Choi
Luke Cage,Anibal Izqueda,,Louie Gasparro
Luke Cage,Torre,,Camrus Johnson
Luke Cage,John Epps,,Ian Lyons
Luke Cage,C.J. Powell,,Christopher King
Luke Cage,Dapper Dan,,Dapper Dan
Luke Cage,Koko,,Kelvin McGrue
Luke Cage,Mouse,,Stefan Holdbrook
Luke Cage,Mark Higgins,,Jeorge Bennett Watson
Luke Cage,Eddie Axton,,Mike Britt
Luke Cage,A.U.S.A. Colin Dunbar,,Tim Moriarty
Luke Cage,Faith Evans,,Faith Evans
Luke Cage,Adian Younge,,Adrian Younge
Luke Cage,C-Money,,Jeremy Sample
Luke Cage,Nigel Garrison,,Macc Plaise
Luke Cage,Danny Rand,The Immortal Iron Fist,Finn Jones
Luke Cage,Albert Rackham,,Chance Kelly
Luke Cage,Colleen Wing,,Jessica Henwick
Luke Cage,Foggy Nelson,,Elden Henson
Luke Cage,Squabbles aka Reggie,,Craig muMs Grant
Luke Cage,Trish Walker,,Rachael Taylor
Luke Cage,Dana Stryker,,Natalie Paul
Luke Cage,Darrell Mitchell,,Stephen Grove Malloy
Luke Cage,Keely,,Marston Fobbs
Luke Cage,Arturo 'El Rey' Gomez III,,Otto Sanchez
Luke Cage,Styler,,Jamal Warren
Luke Cage,Darnell,,J. Alphonse Nicholson
Luke Cage,Crispus Thug,,Darik Bernard
Luke Cage,Diontey,,Danny Henriquez
Luke Cage,Manny,,Robert Jimenez
Luke Cage,Mortimer 'Mr. Fish' Norris,,Hakim Callender
Luke Cage,Detective Dorsey,,J. Bernard Calloway
Luke Cage,Lopes,,Jared Blake DiCroce
Luke Cage,Young Mariah,,Megan Miller
Luke Cage,Jamel Shabazz,,Cedric Benjamin
Luke Cage,Eric Fraser,,Andrew Rein
Luke Cage,Bert Hunter,,Stephen Hill
Luke Cage,Charles Bradley,,Charles Bradley
Luke Cage,Kerry Duggan,,Edelen McWilliams
Luke Cage,Chase Brunski,,Robert Neary
Luke Cage,Brendan,,Taylor Selé
Luke Cage,Gideon Shaw,,R.A. Guirand
Luke Cage,Cliff 'Method Man' Smith,,Method Man
Luke Cage,Neville,,Khalil Maasi
Luke Cage,Kalinda Porter,,Delissa Reynolds
Luke Cage,Chris Murray,,Timothy Carter
Luke Cage,Chauncey,,Peyton 'Alex' Smith
Luke Cage,Sway Calloway,,Sway
Luke Cage,Judge Amanda Garmon,,Joy Lynn Jacobs
WHIH News Front,Christine Everhart,,Leslie Bibb
WHIH News Front,Will Adams,,Al Madrigal
WHIH News Front,Scott Lang,,Paul Rudd
WHIH News Front,President Ellis,,William Sadler
WHIH News Front,Darren Cross,,Corey Stoll
WHIH News Front,Dove,,Kris McKee
Captain America: Civil War,Steve Rogers,Captain America,Chris Evans
Captain America: Civil War,Tony Stark,Iron Man,Robert Downey Jr.
Captain America: Civil War,Natasha Romanoff,Black Widow,Scarlett Johansson
Captain America: Civil War,Bucky Barnes,Winter Soldier,Sebastian Stan
Captain America: Civil War,Sam Wilson,Falcon,Anthony Mackie
Captain America: Civil War,James Rhodes,War Machine,Don Cheadle
Captain America: Civil War,Clint Barton,Hawkeye,Jeremy Renner
Captain America: Civil War,T'Challa,Black Panther,Chadwick Boseman
Captain America: Civil War,Vision,,Paul Bettany
Captain America: Civil War,Wanda Maximoff,Scarlet Witch,Elizabeth Olsen
Captain America: Civil War,Scott Lang,Ant-Man,Paul Rudd
Captain America: Civil War,Sharon Carter,,Emily VanCamp
Captain America: Civil War,Peter Parker,Spider-Man,Tom Holland
